max_apertura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
2.363	-7.5531	-4.53186	-8.66089	-4.53186	4.53186
2.3635	-5.74036	-4.33044	-8.7616	0	1.71204
2.364	-3.62549	-8.35876	-13.19275	1.81274	0.60425
2.3645	-9.16443	-3.92761	-22.05505	11.78284	0.50354
2.365	-7.95593	-11.78284	-16.41541	12.48779	0.70496
2.3655	-5.94177	-15.30762	-3.52478	12.99133	-2.5177
2.366	-1.91345	-18.63098	-1.91345	7.75452	-0.10071
2.3665	-4.02832	-20.74585	1.40991	2.21558	-0.70496
2.367	-4.73328	-22.35718	0.10071	3.7262	-1.10779
2.3675	-0.60425	-18.93311	-10.0708	5.84106	4.93469
2.368	-5.13611	-11.58142	-15.40833	2.71912	3.42407
2.3685	-2.31628	-8.25806	-14.50195	4.73328	3.42407
2.369	-7.15027	-7.75452	-16.01257	5.94177	2.81982
2.3695	-5.13611	-17.6239	-10.77576	13.39417	1.40991
2.37	-4.12903	-21.75293	-9.36584	20.24231	-16.81824
2.3705	-7.45239	-17.12036	-15.1062	14.60266	-20.44373
2.371	0.50354	-17.42249	-8.35876	10.0708	-23.26355
2.3715	-8.35876	-10.67505	-17.01965	8.35876	-13.797
2.372	-8.8623	-18.63098	-15.91187	14.60266	-9.06372
2.3725	-12.78992	-3.32336	-10.87646	9.56726	-2.61841
2.373	-9.16443	-2.5177	-7.5531	4.43115	1.2085
2.3735	-11.07788	2.41699	-4.33044	5.53894	11.98425
2.374	-9.97009	-5.43823	-4.12903	-10.0708	16.81824
2.3745	-7.35168	-3.12195	-4.22974	-17.12036	28.19824
2.375	-12.18567	2.5177	8.7616	-23.26355	26.98975
2.3755	-5.33752	4.63257	8.56018	-25.68054	38.77258
2.376	-0.90637	7.25098	-3.7262	-29.00391	35.04639
2.3765	-2.5177	12.68921	-0.70496	-29.70886	39.47754
2.377	-5.84106	9.97009	6.3446	-27.99683	38.36975
2.3775	-6.74744	10.37292	8.7616	-25.78125	34.54285
2.378	-3.12195	10.37292	10.37292	-13.39417	32.52869
2.3785	0.30212	14.19983	9.16443	2.11487	28.50037
2.379	7.5531	14.19983	1.3092	3.8269	24.57275
2.3795	1.00708	13.19275	-1.91345	0.50354	24.57275
2.38	5.53894	16.11328	0.90637	-0.20142	13.39417
2.3805	5.33752	9.66797	-0.70496	5.74036	-17.42249
2.381	-4.12903	5.63965	2.11487	13.49487	-22.96143
2.3815	-5.33752	8.66089	2.92053	8.7616	-35.04639
2.382	1.91345	7.35168	-1.10779	7.15027	-34.84497
2.3825	3.02124	8.7616	-2.5177	-0.10071	-31.11877
2.383	3.92761	2.5177	-5.74036	-2.92053	-31.01807
2.3835	0.20142	-5.74036	-1.10779	-1.81274	-30.81665
2.384	-2.31628	-5.0354	-3.8269	6.54602	-28.9032
2.3845	-0.50354	-12.18567	-0.10071	10.97717	-25.68054
2.385	-1.81274	-7.25098	-1.40991	9.76868	-15.40833
2.3855	-7.5531	-7.15027	-3.52478	15.60974	-17.12036
2.386	-2.61841	-12.28638	-3.22266	10.17151	-14.30054
2.3865	-6.14319	-13.19275	-8.7616	5.84106	-10.17151
2.387	1.81274	-12.5885	-12.99133	14.19983	-5.43823
2.3875	-3.32336	-10.57434	-12.68921	15.00549	-7.85522
2.388	-10.67505	-13.69629	-14.40125	16.81824	-3.12195
2.3885	-7.35168	-17.6239	-16.81824	16.81824	-0.10071
2.389	-13.59558	-16.61682	-13.59558	15.30762	6.74744
2.3895	-10.17151	-20.1416	-13.797	16.01257	10.97717
2.39	-11.68213	-9.56726	-23.56567	6.44531	11.88354
2.3905	-15.00549	-7.95593	-22.96143	8.7616	16.71753
2.391	-5.53894	-6.84814	-13.797	11.17859	7.35168
2.3915	-8.96301	-7.04956	-11.98425	9.86938	10.17151
2.392	-2.01416	-2.71912	-12.48779	1.81274	6.84814
2.3925	-5.33752	0.50354	-13.59558	4.43115	8.35876
2.393	-6.74744	-3.8269	-11.88354	-0.10071	2.11487
2.3935	-11.58142	1.91345	-5.94177	-13.49487	-5.53894
2.394	-3.8269	7.75452	0.70496	-13.59558	-23.16284
2.3945	-0.50354	9.36584	14.19983	-6.94885	-28.60107
2.395	-2.5177	7.35168	4.83398	-4.22974	-19.33594
2.3955	-3.92761	7.15027	3.42407	-16.21399	-18.42957
2.396	10.97717	8.05664	14.19983	-26.48621	-19.73877
2.3965	-4.63257	9.86938	6.94885	-35.75134	-14.40125
2.397	-1.61133	10.27222	11.38	-25.07629	-10.97717
2.3975	1.3092	10.37292	8.15735	-14.19983	-12.68921
2.398	0.10071	17.01965	6.44531	-12.38708	-13.89771
2.3985	6.3446	11.2793	16.01257	-14.90479	-18.32886
2.399	8.96301	11.98425	18.02673	-21.24939	-19.03381
2.3995	10.37292	17.82532	11.17859	-20.34302	-20.04089
2.4	7.15027	15.20691	10.57434	-16.61682	-3.52478
2.4005	9.66797	7.5531	10.97717	-8.56018	-2.31628
2.401	6.94885	-6.2439	11.58142	-13.99841	-0.40283
2.4015	2.11487	0.50354	3.22266	-8.15735	2.5177
2.402	2.11487	1.3092	6.14319	-4.22974	10.67505
2.4025	-3.62549	3.7262	0.70496	-6.74744	10.17151
2.403	-5.0354	-0.40283	0.20142	-1.3092	7.45239
2.4035	-10.47363	4.43115	-6.3446	3.32336	8.05664
2.404	-5.53894	7.5531	-7.75452	-1.51062	9.97009
2.4045	-3.22266	-2.31628	-4.93469	9.06372	8.15735
2.405	-7.75452	1.3092	-13.99841	10.97717	6.44531
2.4055	-1.91345	-9.06372	-10.0708	13.19275	-0.20142
2.406	-9.66797	-7.5531	-8.8623	10.37292	0.70496
2.4065	-9.16443	-3.42407	-8.35876	14.80408	-2.92053
2.407	-10.97717	-4.93469	-10.0708	13.59558	-12.89062
2.4075	-9.06372	-4.02832	-3.8269	6.04248	-9.06372
2.408	-10.27222	-1.91345	-10.77576	12.89062	-11.38
2.4085	-8.15735	-6.74744	-4.33044	12.89062	-6.2439
2.409	-13.49487	-4.33044	-8.15735	17.22107	-8.66089
2.4095	-15.30762	-6.74744	-15.40833	12.28638	-2.11487
2.41	-9.97009	-14.40125	-15.1062	10.57434	-0.70496
2.4105	-8.66089	-6.04248	-17.6239	9.46655	0.10071
2.411	-2.11487	-19.53735	-19.13452	10.37292	5.63965
2.4115	-3.52478	-20.74585	-15.60974	2.92053	3.62549
2.412	0.80566	-23.46497	-17.92603	-4.22974	3.12195
2.4125	3.7262	-18.02673	-15.30762	2.31628	3.02124
2.413	5.13611	-11.17859	-2.5177	1.81274	6.2439
2.4135	10.17151	-1.51062	4.02832	0.70496	6.84814
2.414	9.26514	-1.91345	1.81274	-6.54602	13.797
2.4145	2.81982	7.85522	0.20142	-11.78284	2.41699
2.415	8.45947	7.04956	7.35168	-14.80408	3.8269
2.4155	-0.90637	4.22974	7.75452	-18.12744	2.41699
2.416	-7.35168	8.25806	8.35876	-14.40125	1.61133
2.4165	0.40283	5.74036	12.5885	-17.22107	0.30212
2.417	-7.5531	13.19275	11.58142	-14.60266	-3.02124
2.4175	-1.71204	11.88354	3.7262	-23.46497	-4.02832
2.418	2.92053	8.96301	15.50903	-21.04797	-3.62549
2.4185	-6.2439	11.17859	10.57434	-19.23523	-0.30212
2.419	-4.12903	20.04089	1.40991	-9.56726	-3.12195
2.4195	6.54602	17.92603	5.43823	-15.60974	-6.64673
2.42	-3.32336	14.30054	4.93469	-18.12744	-0.60425
2.4205	-4.93469	6.54602	0.90637	-8.25806	-11.07788
2.421	0.20142	4.63257	-5.74036	-11.17859	-7.35168
2.4215	-1.81274	9.46655	-15.71045	-15.71045	-7.75452
2.422	-9.16443	3.92761	-19.63806	-7.15027	-5.23682
2.4225	-10.27222	-0.30212	-19.53735	-2.71912	-6.3446
2.423	-5.23682	-0.90637	-19.23523	1.2085	-2.92053
2.4235	-8.25806	-7.15027	-5.0354	7.75452	-1.2085
2.424	0.80566	-12.5885	7.45239	3.62549	-7.15027
2.4245	-0.10071	-7.95593	11.2793	5.63965	-4.33044
2.425	-6.14319	-9.26514	-2.5177	8.66089	0.20142
2.4255	-3.02124	-19.23523	-5.84106	14.30054	2.21558
2.426	-2.61841	-18.53027	-10.67505	10.77576	4.12903
2.4265	-5.33752	-23.46497	-11.48071	17.12036	5.84106
2.427	-1.71204	-22.15576	-7.95593	10.87646	3.62549
2.4275	1.00708	-19.13452	-9.56726	15.00549	6.44531
2.428	-0.10071	-10.37292	-5.33752	9.36584	-2.41699
2.4285	-0.10071	-13.49487	0.90637	8.8623	-1.40991
2.429	-4.73328	-18.12744	-3.7262	13.69629	1.3092
2.4295	-10.57434	-8.7616	-17.92603	17.92603	0.50354
2.43	-10.57434	-0.10071	-21.55151	10.17151	-0.70496
2.4305	-14.50195	2.61841	-19.73877	13.19275	0.50354
2.431	-10.77576	6.84814	-10.77576	17.01965	3.52478
2.4315	-11.17859	19.73877	-11.58142	6.04248	4.33044
2.432	-7.85522	11.98425	-4.73328	2.5177	3.22266
2.4325	-9.97009	6.84814	-2.71912	0	5.13611
2.433	-13.19275	-2.81982	0.90637	-0.20142	4.12903
2.4335	-6.74744	0.90637	7.35168	-9.76868	0.70496
2.434	-6.04248	2.11487	3.32336	-3.52478	-3.02124
2.4345	-2.01416	-6.94885	-0.70496	-6.14319	-0.10071
2.435	-1.81274	-8.8623	2.71912	-14.80408	-0.70496
2.4355	-5.33752	-3.32336	10.57434	-21.45081	-6.64673
2.436	4.93469	1.81274	8.8623	-14.80408	-0.30212
2.4365	0.50354	10.57434	4.83398	-12.68921	-3.8269
2.437	-1.3092	11.68213	5.94177	-11.38	-5.33752
2.4375	1.61133	10.17151	3.22266	-6.94885	-5.23682
2.438	0.20142	6.54602	12.38708	-14.90479	-5.74036
2.4385	-3.7262	11.78284	2.61841	-17.92603	-4.02832
2.439	3.52478	16.11328	-2.5177	-11.48071	-7.15027
2.4395	-0.50354	17.82532	0.10071	-10.17151	-7.65381
2.44	-0.70496	15.00549	-3.12195	-14.40125	-7.5531
2.4405	1.10779	5.74036	2.5177	-16.3147	-8.96301
2.441	0.80566	4.43115	-0.80566	-6.04248	-10.67505
2.4415	6.54602	2.41699	2.5177	-0.60425	-2.31628
2.442	6.64673	-6.94885	1.71204	-9.76868	-3.12195
2.4425	4.02832	-2.61841	2.11487	1.81274	0.20142
2.443	2.92053	-3.52478	-0.60425	-6.04248	-6.54602
2.4435	-1.91345	-1.91345	7.35168	0	-4.12903
2.444	-4.12903	-7.85522	1.61133	3.02124	-0.60425
2.4445	-2.81982	-12.28638	-1.10779	-0.70496	-1.00708
2.445	-5.53894	-20.64514	1.61133	6.54602	4.93469
2.4455	-9.26514	-25.27771	-3.12195	9.56726	1.00708
2.446	-7.5531	-30.91736	-9.56726	7.5531	5.74036
2.4465	-12.28638	-32.83081	-13.29346	9.16443	6.44531
2.447	-7.65381	-32.83081	-14.40125	19.03381	7.45239
2.4475	-10.77576	-32.22656	-24.87488	19.33594	7.25098
2.448	-11.58142	-30.71594	-21.75293	12.18567	10.97717
2.4485	-13.39417	-24.27063	-13.29346	9.76868	5.63965
2.449	-15.1062	-26.28479	-5.33752	17.01965	6.14319
2.4495	-16.71753	-16.41541	-1.10779	9.76868	5.53894
2.45	-9.26514	-21.04797	-6.94885	9.06372	3.92761
2.4505	-15.71045	-14.19983	-10.47363	8.56018	3.52478
2.451	-11.48071	-8.05664	-10.17151	6.74744	2.71912
2.4515	-4.12903	-4.53186	-4.43115	5.13611	-6.94885
2.452	-3.02124	-5.33752	-10.77576	3.7262	-6.3446
2.4525	4.73328	-5.33752	-4.12903	3.52478	-4.93469
2.453	-6.74744	-1.81274	0.50354	-0.10071	-10.77576
2.4535	0.50354	2.31628	-2.11487	-10.57434	-11.07788
2.454	-2.11487	7.75452	-0.40283	-6.94885	-13.29346
2.4545	2.21558	11.78284	-7.45239	-12.38708	-13.19275
2.455	1.91345	14.90479	9.46655	-15.71045	-15.20691
2.4555	2.92053	9.36584	4.63257	-17.12036	-18.8324
2.456	6.14319	10.47363	12.5885	-13.99841	-10.97717
2.4565	3.42407	12.38708	6.84814	-20.94727	-13.89771
2.457	0.20142	12.99133	1.3092	-13.797	-11.17859
2.4575	-0.70496	13.39417	9.06372	-18.93311	-12.48779
2.458	-2.31628	15.00549	13.19275	-18.63098	-15.71045
2.4585	-7.5531	10.0708	12.38708	-16.71753	-11.48071
2.459	-5.13611	9.76868	6.44531	-12.08496	-4.22974
2.4595	-9.16443	13.09204	1.2085	-16.81824	-2.31628
2.46	-4.53186	16.21399	1.51062	-11.38	-11.78284
2.4605	-7.15027	15.1062	4.83398	-13.39417	-7.95593
2.461	-1.51062	18.02673	-8.35876	-9.06372	-5.74036
2.4615	-11.17859	10.17151	2.71912	-5.0354	0.10071
2.462	-5.33752	5.33752	12.38708	-4.33044	-11.17859
2.4625	-14.80408	5.74036	19.43665	-1.91345	-6.2439
2.463	-13.39417	-1.10779	9.46655	-3.02124	-12.18567
2.4635	-4.22974	-1.51062	6.54602	0.70496	-18.22815
2.464	0.20142	2.31628	-1.00708	2.71912	-29.50745
2.4645	-6.2439	-3.32336	-1.81274	-1.81274	-27.19116
2.465	-1.2085	-10.17151	4.63257	-5.0354	-17.01965
2.4655	5.13611	-12.5885	-9.36584	-5.53894	-7.5531
2.466	-0.10071	-13.59558	-12.99133	-2.11487	3.92761
2.4665	1.10779	-18.8324	-17.32178	-1.91345	11.98425
2.467	-0.50354	-22.15576	-13.797	-6.14319	21.65222
2.4675	-3.7262	-20.24231	-8.96301	-6.84814	43.60657
2.468	-12.89062	-16.11328	-9.66797	-2.71912	46.72852
2.4685	-10.77576	-22.76001	-2.71912	8.15735	48.44055
2.469	-15.91187	-25.88196	-3.52478	11.68213	35.34851
2.4695	-19.73877	-22.05505	-4.02832	12.18567	33.53577
2.47	-21.85364	-10.77576	-10.27222	8.7616	24.47205
2.4705	-22.05505	-9.16443	-10.77576	9.26514	21.75293
2.471	-17.01965	-15.20691	-2.31628	20.34302	23.76709
2.4715	-18.02673	-12.38708	-0.20142	14.80408	16.01257
2.472	-15.60974	-8.8623	3.92761	16.3147	11.38
2.4725	-6.2439	-8.56018	-3.52478	23.96851	-5.43823
2.473	0.30212	-7.45239	-6.3446	18.73169	-15.40833
2.4735	5.43823	-1.81274	-0.90637	12.78992	-22.76001
2.474	-1.81274	7.45239	-6.94885	6.54602	-23.8678
2.4745	8.7616	8.15735	0.30212	5.74036	-19.13452
2.475	1.91345	12.68921	1.00708	0	-18.42957
2.4755	1.10779	10.97717	7.85522	-5.84106	-17.72461
2.476	-0.30212	5.63965	6.64673	-12.18567	-19.33594
2.4765	2.31628	12.38708	8.96301	-8.66089	-21.14868
2.477	3.22266	0.20142	7.75452	-11.58142	-17.12036
2.4775	-0.50354	6.3446	4.63257	-7.35168	-18.8324
2.478	7.15027	8.8623	8.35876	-16.11328	-22.45789
2.4785	-0.70496	16.71753	19.83948	-22.35718	-13.99841
2.479	0.90637	15.40833	14.90479	-14.60266	-19.83948
2.4795	-2.92053	8.96301	9.97009	-14.40125	-10.77576
2.48	-3.62549	16.91895	4.22974	-18.02673	-13.59558
2.4805	-4.02832	9.36584	5.43823	-14.60266	-6.74744
2.481	-2.71912	4.02832	3.7262	-9.36584	-11.98425
2.4815	-2.92053	3.7262	4.73328	-8.7616	-7.65381
2.482	-3.52478	-1.10779	6.04248	-8.7616	-12.5885
2.4825	0.50354	-0.10071	0.80566	-3.52478	-10.27222
2.483	2.92053	7.04956	-6.14319	-1.51062	-10.97717
2.4835	-2.71912	4.53186	-9.56726	6.14319	-8.7616
2.484	-3.32336	0.30212	-6.84814	-0.90637	-3.8269
2.4845	7.35168	-5.0354	-9.36584	-1.81274	5.53894
2.485	-4.53186	-4.63257	-12.5885	6.74744	9.97009
2.4855	1.3092	-10.37292	-15.30762	3.62549	18.22815
2.486	-4.12903	-12.5885	-21.14868	10.77576	28.09753
2.4865	-6.64673	-19.73877	-12.5885	11.78284	26.3855
2.487	-7.04956	-20.64514	-7.75452	17.72461	32.02515
2.4875	-7.75452	-24.06921	-9.56726	8.35876	28.70178
2.488	-4.63257	-15.20691	-12.5885	5.43823	28.50037
2.4885	-3.52478	-23.46497	-22.6593	12.48779	25.07629
2.489	-3.52478	-22.86072	-14.19983	5.53894	15.81116
2.4895	-11.2793	-19.94019	-9.46655	14.19983	4.12903
2.49	-7.5531	-22.35718	-3.52478	23.46497	-6.74744
2.4905	-5.53894	-25.27771	-8.35876	20.1416	-12.99133
2.491	-1.00708	-15.40833	-7.95593	4.43115	-20.1416
2.4915	-2.71912	-18.12744	-4.33044	3.52478	-23.16284
2.492	-2.31628	-7.04956	-7.85522	-3.7262	-16.3147
2.4925	0.90637	-5.23682	-10.67505	5.13611	-24.67346
2.493	2.81982	-3.12195	-6.2439	15.71045	-17.22107
2.4935	3.92761	-0.70496	-0.10071	13.49487	-11.98425
2.494	0.60425	-1.91345	6.74744	4.83398	-17.6239
2.4945	-2.21558	-1.91345	8.35876	3.7262	-11.98425
2.495	4.53186	5.74036	-0.70496	-0.40283	-11.58142
2.4955	3.12195	5.63965	1.10779	-7.85522	-11.78284
2.496	-0.80566	6.14319	6.54602	-6.84814	-7.35168
2.4965	-7.25098	8.56018	8.56018	-5.53894	-7.35168
2.497	-5.94177	14.50195	9.86938	-10.37292	-4.12903
2.4975	-10.0708	15.50903	8.56018	-13.797	-3.02124
2.498	-11.38	18.42957	10.27222	-11.98425	1.2085
2.4985	-12.18567	21.24939	3.8269	-13.99841	-3.22266
2.499	-13.49487	26.08337	8.96301	-14.40125	-3.12195
2.4995	-9.36584	22.6593	8.7616	-7.65381	-7.15027
2.5	-12.38708	22.25647	10.37292	-13.09204	-4.53186
2.5005	-9.56726	13.59558	9.26514	-15.20691	-3.7262
2.501	-9.76868	21.65222	9.56726	-2.01416	-4.63257
2.5015	-4.63257	13.49487	10.97717	-5.74036	-6.3446
2.502	-9.46655	14.40125	6.14319	-0.40283	-3.12195
2.5025	-10.17151	6.74744	1.81274	0.80566	-7.75452
2.503	-8.05664	5.0354	-1.71204	1.10779	-1.00708
2.5035	-10.0708	-5.63965	-2.71912	3.22266	-1.71204
2.504	-1.10779	-11.2793	-6.3446	3.62549	2.81982
2.5045	-0.70496	-18.63098	-7.85522	0.30212	8.05664
2.505	0.60425	-19.94019	-8.96301	-4.63257	7.35168
2.5055	-5.74036	-12.08496	-8.15735	-1.61133	4.12903
2.506	-7.65381	-12.68921	-11.07788	3.12195	6.94885
2.5065	-3.12195	-10.67505	-18.22815	16.81824	8.8623
2.507	-4.12903	-14.40125	-17.52319	33.53577	10.77576
2.5075	-1.51062	-14.30054	-23.06213	30.01099	18.22815
2.508	-2.5177	-10.77576	-16.61682	12.99133	17.72461
2.5085	-3.92761	-20.94727	-20.64514	1.71204	18.8324
2.509	-1.3092	-18.63098	-10.37292	6.64673	13.19275
2.5095	-5.53894	-15.60974	-7.35168	14.90479	8.45947
2.51	-0.30212	-18.02673	-1.91345	12.5885	6.54602
2.5105	-1.10779	-21.24939	7.35168	16.3147	5.43823
2.511	-0.30212	-15.00549	-2.92053	14.60266	6.74744
2.5115	-0.60425	-13.89771	-12.5885	9.76868	4.43115
2.512	-0.10071	-11.68213	-8.66089	-0.30212	3.62549
2.5125	5.33752	-15.00549	-3.8269	1.61133	7.25098
2.513	5.43823	-10.77576	0.10071	-4.63257	-0.10071
2.5135	6.74744	-6.94885	6.44531	-5.53894	-1.91345
2.514	7.95593	-0.10071	2.71912	-10.17151	-4.63257
2.5145	9.97009	4.12903	0.40283	-4.73328	-0.10071
2.515	4.53186	7.45239	6.14319	-19.73877	-4.63257
2.5155	3.7262	-1.2085	16.01257	-19.33594	-0.30212
2.516	-0.50354	0.10071	16.3147	-18.02673	1.51062
2.5165	-7.95593	8.7616	-5.53894	-16.01257	0.40283
2.517	-8.56018	5.13611	1.3092	-13.19275	-4.33044
2.5175	-7.95593	8.7616	5.33752	-15.81116	-0.10071
2.518	-8.15735	6.64673	8.45947	-17.01965	0.20142
2.5185	-2.5177	6.54602	8.25806	-19.03381	-3.52478
2.519	-5.0354	8.05664	10.17151	-18.42957	-4.33044
2.5195	-3.92761	7.04956	12.5885	-15.71045	-5.43823
2.52	2.11487	4.22974	16.41541	-19.13452	-1.71204
2.5205	-3.8269	9.46655	4.12903	-7.5531	2.31628
2.521	-0.10071	4.93469	-4.33044	-5.33752	1.91345
2.5215	-5.74036	3.32336	-0.90637	-3.52478	0.60425
2.522	3.12195	1.81274	2.31628	-1.91345	-2.11487
2.5225	-2.92053	-2.21558	2.11487	-5.63965	-1.10779
2.523	-0.70496	-1.91345	1.3092	-3.8269	-1.10779
2.5235	-4.93469	-5.84106	-3.62549	3.12195	3.92761
2.524	-3.62549	-9.36584	-6.2439	-0.10071	-1.61133
2.5245	-6.94885	-3.92761	6.44531	-3.22266	3.7262
2.525	-0.20142	-7.85522	5.94177	9.16443	-1.10779
2.5255	-2.71912	-6.74744	-1.40991	8.56018	-10.47363
2.526	5.53894	-11.88354	-5.13611	11.48071	1.61133
2.5265	-9.56726	-13.09204	-17.22107	8.7616	6.44531
2.527	-15.40833	-12.08496	-9.97009	2.71912	24.77417
2.5275	-4.33044	-12.08496	-12.99133	3.32336	34.64355
2.528	-8.96301	-12.78992	-11.07788	-0.70496	37.96692
2.5285	-5.74036	-13.39417	-10.97717	8.15735	28.70178
2.529	-6.14319	-11.58142	-9.26514	11.98425	30.2124
2.5295	-7.35168	-17.82532	-10.97717	10.57434	30.61523
2.53	-3.52478	-20.94727	-9.36584	7.45239	26.48621
2.5305	-5.13611	-17.01965	-11.98425	8.96301	15.81116
2.531	-2.61841	-3.52478	-8.05664	12.38708	8.96301
2.5315	-4.63257	-1.10779	-1.00708	7.35168	-0.60425
2.532	-8.05664	-0.80566	-0.70496	8.96301	-20.44373
2.5325	-7.15027	1.2085	0.30212	10.17151	-34.54285
2.533	-7.75452	1.71204	4.33044	8.96301	-42.29736
2.5335	-5.13611	-5.94177	2.31628	-0.10071	-39.57825
2.534	-2.5177	-1.2085	10.0708	-7.85522	-37.36267
2.5345	-8.05664	2.61841	7.75452	-12.18567	-27.49329
2.535	-5.33752	6.84814	9.97009	-12.89062	-27.6947
2.5355	-1.51062	12.38708	10.97717	-12.28638	-23.76709
2.536	-1.00708	13.797	11.07788	-17.32178	-23.16284
2.5365	-3.8269	10.77576	11.07788	-13.49487	-17.72461
2.537	-4.12903	15.20691	3.02124	-15.30762	-14.80408
2.5375	-6.14319	17.52319	8.35876	-18.8324	-17.01965
2.538	-1.10779	11.78284	12.89062	-13.19275	-17.12036
2.5385	0.60425	7.85522	12.68921	-13.19275	-23.46497
2.539	-5.13611	13.29346	9.76868	-15.00549	-27.29187
2.5395	-7.15027	22.96143	12.78992	-18.73169	-20.44373
2.54	-6.44531	19.73877	15.81116	-9.97009	-16.41541
2.5405	-9.46655	22.86072	13.59558	-13.19275	-21.65222
2.541	-6.04248	17.22107	3.22266	-11.48071	-20.24231
2.5415	-2.81982	16.21399	8.45947	-6.44531	-30.11169
2.542	-8.7616	9.97009	3.92761	-7.15027	-36.15417
2.5425	-7.25098	5.43823	0.70496	-8.7616	-34.74426
2.543	-6.3446	10.57434	1.71204	-2.71912	-28.70178
2.5435	-10.77576	2.92053	-3.92761	0.10071	-15.40833
2.544	-5.0354	-2.11487	-1.81274	1.61133	-9.16443
2.5445	-6.74744	-2.81982	-4.63257	2.5177	-2.5177
2.545	-2.5177	-6.14319	-0.60425	6.64673	6.04248
2.5455	-0.80566	-10.17151	-3.8269	13.89771	20.34302
2.546	-9.46655	-18.93311	-10.77576	10.67505	25.47913
2.5465	-8.66089	-20.04089	-16.71753	13.29346	30.41382
2.547	-10.37292	-30.51453	-13.797	14.70337	22.6593
2.5475	4.33044	-32.62939	-10.57434	13.797	19.33594
2.548	-0.50354	-28.80249	-9.56726	15.91187	13.59558
2.5485	-7.04956	-15.20691	-16.91895	16.11328	13.29346
2.549	-10.97717	-8.35876	-42.09595	29.70886	19.53735
2.5495	-10.47363	-13.29346	-31.32019	30.31311	20.84656
2.55	-16.11328	-16.01257	-1.00708	26.88904	17.01965
2.5505	-18.02673	-4.33044	11.58142	34.84497	12.08496
2.551	-11.88354	2.5177	12.18567	36.55701	6.54602
2.5515	-2.81982	4.73328	6.14319	25.68054	4.12903
2.552	-5.53894	15.20691	7.15027	17.42249	-3.92761
2.5525	-4.33044	19.03381	3.7262	16.81824	-13.99841
2.553	-5.33752	14.90479	5.63965	11.38	-25.37842
2.5535	-0.50354	15.20691	7.35168	0.70496	-19.33594
2.554	7.35168	13.797	10.77576	-23.06213	-8.05664
2.5545	4.12903	0.30212	7.5531	-45.41931	-1.2085
2.555	1.81274	7.75452	7.85522	-54.58374	-4.63257
2.5555	0.70496	1.40991	11.38	-36.35559	0
2.556	8.56018	3.42407	16.11328	-34.14001	-5.43823
2.5565	1.3092	5.33752	8.45947	-33.73718	-8.15735
2.557	2.21558	2.92053	13.59558	-30.11169	0.90637
2.5575	-0.80566	3.32336	13.59558	-27.6947	-9.66797
2.558	4.53186	1.10779	15.81116	-24.77417	-3.92761
2.5585	0.90637	1.71204	17.6239	-21.14868	-5.33752
2.559	-2.81982	10.37292	16.81824	-19.23523	-3.92761
2.5595	-5.13611	2.21558	14.40125	-20.34302	-6.94885
2.56	0.70496	4.12903	12.18567	-22.05505	-5.84106
2.5605	-2.5177	5.53894	4.12903	-18.63098	-3.92761
2.561	-1.10779	-1.2085	-0.10071	-16.61682	-7.35168
2.5615	2.41699	3.52478	-11.2793	-8.8623	-7.85522
2.562	0.30212	-14.60266	-10.0708	-11.98425	-3.42407
2.5625	4.83398	-13.89771	-3.12195	-14.40125	0.30212
2.563	6.54602	-24.87488	7.15027	-17.22107	5.63965
2.5635	2.92053	-17.32178	8.35876	-20.44373	5.0354
2.564	1.00708	-20.44373	-3.92761	-13.19275	17.52319
2.5645	0.10071	-23.46497	-10.0708	-10.0708	15.00549
2.565	3.22266	-25.78125	-13.39417	-7.35168	13.59558
2.5655	0.70496	-23.66638	-21.85364	0.90637	10.67505
2.566	3.42407	-10.17151	-11.17859	4.12903	7.04956
2.5665	-2.71912	-8.8623	-8.35876	14.80408	9.86938
2.567	-1.40991	-12.38708	-5.84106	15.91187	7.95593
2.5675	-5.53894	-23.76709	-12.38708	14.70337	5.63965
2.568	-6.14319	-25.98267	-23.96851	21.45081	4.43115
2.5685	1.40991	-27.09045	-26.48621	24.77417	4.83398
2.569	-0.70496	-21.75293	-32.52869	28.50037	-0.90637
2.5695	-0.50354	-20.24231	-20.84656	27.29187	-1.91345
2.57	-0.90637	-16.81824	0.90637	22.15576	-4.12903
2.5705	1.10779	-11.58142	7.85522	18.12744	-9.97009
2.571	-2.41699	-12.28638	8.56018	20.04089	-3.02124
2.5715	0.70496	-1.91345	-0.10071	17.22107	-2.5177
2.572	0.60425	-6.94885	-8.35876	3.92761	4.02832
2.5725	5.33752	-2.92053	-4.22974	-3.12195	13.29346
2.573	-2.31628	-1.10779	-9.46655	3.22266	13.29346
2.5735	-1.00708	-0.40283	-6.3446	-4.12903	4.93469
2.574	-3.92761	-2.21558	3.8269	-7.45239	4.53186
2.5745	-0.90637	1.91345	3.32336	-13.99841	0.70496
2.575	2.31628	6.94885	3.42407	-16.91895	-0.50354
2.5755	2.81982	3.02124	11.88354	-13.39417	-3.22266
2.576	-2.61841	9.46655	9.76868	-16.41541	-3.32336
2.5765	-14.80408	9.76868	9.06372	-22.35718	-0.30212
2.577	-11.98425	13.89771	10.77576	-15.1062	0.50354
2.5775	-9.36584	9.76868	7.95593	-3.12195	-2.31628
2.578	-14.90479	14.19983	9.46655	-1.40991	-13.59558
