chiusura_max.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
1.0685	-13.89771	-8.56018	29.50745	-3.92761	-10.57434
1.069	-15.20691	-7.5531	32.83081	10.37292	-6.54602
1.0695	-15.40833	-11.98425	26.08337	13.797	-6.64673
1.07	-8.96301	-5.74036	2.92053	10.27222	-19.83948
1.0705	0.70496	-2.5177	-17.32178	11.68213	-11.58142
1.071	2.5177	-11.2793	-11.07788	2.11487	8.05664
1.0715	3.92761	-18.02673	-0.70496	-9.26514	6.04248
1.072	-2.31628	-10.77576	18.22815	-25.177	0.30212
1.0725	-1.00708	-15.30762	24.87488	-25.98267	2.61841
1.073	-1.51062	-14.90479	22.05505	-18.02673	-14.90479
1.0735	-10.17151	-26.68762	37.96692	6.14319	-18.8324
1.074	-1.51062	-34.54285	25.27771	31.21948	-9.16443
1.0745	-4.22974	-24.06921	-5.23682	38.16833	-9.36584
1.075	-6.94885	-9.06372	-37.26196	51.05896	-15.30762
1.0755	-10.97717	-9.46655	-32.7301	43.20374	-12.38708
1.076	-8.96301	-13.59558	-17.92603	33.13293	-8.45947
1.0765	-8.35876	-17.82532	-10.17151	15.60974	-7.5531
1.077	-9.16443	-15.00549	-4.43115	18.12744	-9.46655
1.0775	-9.86938	-4.53186	0.70496	12.68921	-6.54602
1.078	-17.01965	-3.12195	8.45947	3.42407	-2.5177
1.0785	-17.12036	-4.73328	2.81982	-0.30212	-0.10071
1.079	-13.19275	-4.73328	-1.91345	3.92761	9.86938
1.0795	-2.71912	1.3092	-15.1062	-4.43115	7.35168
1.08	0.10071	4.63257	-17.42249	-28.9032	11.68213
1.0805	1.81274	5.94177	-29.60815	-40.68604	11.48071
1.081	22.76001	8.96301	-28.19824	-33.23364	13.59558
1.0815	24.27063	22.96143	-22.45789	-19.63806	26.18408
1.082	17.42249	16.41541	-29.91028	-8.45947	33.13293
1.0825	5.53894	20.1416	-32.83081	-1.81274	38.77258
1.083	9.06372	19.03381	-40.78674	-12.38708	36.35559
1.0835	6.94885	12.38708	-38.974	-24.16992	33.13293
1.084	16.81824	3.7262	-38.16833	-36.15417	21.45081
1.0845	11.58142	7.5531	-28.09753	-25.98267	10.17151
1.085	5.0354	1.71204	-19.03381	1.91345	-6.94885
1.0855	-4.22974	-9.46655	-11.88354	37.26196	-15.81116
1.086	-10.17151	-20.24231	-23.76709	21.14868	-13.49487
1.0865	-11.07788	-21.85364	-34.74426	-4.12903	-15.60974
1.087	-8.56018	-24.87488	-14.70337	-26.58691	-10.17151
1.0875	-9.86938	-37.46338	-19.63806	-20.94727	7.25098
1.088	-15.1062	-35.95276	-20.24231	-56.49719	22.25647
1.0885	-23.26355	-14.80408	23.16284	-79.05579	6.64673
1.089	-9.46655	-5.94177	28.9032	-64.45312	-3.02124
1.0895	-5.43823	-4.12903	38.974	-49.24622	-19.63806
1.09	-3.92761	-7.35168	78.25012	-44.71436	-32.83081
1.0905	-10.37292	-8.96301	94.16199	-55.69153	-28.29895
1.091	-7.95593	-5.63965	101.31226	-49.54834	-34.74426
1.0915	-7.35168	12.89062	67.37366	-40.1825	-35.95276
1.092	-6.04248	43.50586	11.98425	-11.98425	-55.89294
1.0925	-12.18567	72.61047	-28.09753	53.67737	-88.0188
1.093	-9.46655	78.65295	-13.99841	95.77332	-100.70801
1.0935	2.71912	33.03223	-39.07471	131.42395	-110.87952
1.094	-3.52478	-15.20691	-43.50586	114.20288	-110.47668
1.0945	-2.01416	-45.11719	-3.22266	79.45862	-117.32483
1.095	-16.01257	-29.10461	19.73877	74.92676	-116.82129
1.0955	-16.01257	-9.46655	22.35718	71.80481	-103.22571
1.096	-22.35718	-9.06372	31.32019	74.32251	-109.3689
1.0965	-22.86072	-9.97009	52.56958	90.93933	-113.29651
1.097	-10.37292	-13.39417	44.81506	107.05261	-102.01721
1.0975	-9.16443	-14.40125	49.64905	110.27527	-94.86694
1.098	-6.14319	-11.98425	53.87878	73.61755	-91.8457
1.0985	-3.92761	-6.74744	52.46887	42.19666	-65.56091
1.099	-9.16443	-13.59558	47.03064	18.53027	-26.28479
1.0995	-6.74744	-25.27771	37.66479	4.93469	11.68213
1.1	-8.7616	-21.24939	20.24231	0.30212	35.65063
1.1005	-9.26514	-15.91187	-22.96143	7.25098	43.90869
1.101	-7.95593	-12.18567	-38.16833	-0.40283	71.7041
1.1015	-9.36584	-12.78992	-49.54834	-22.45789	102.92358
1.102	-5.43823	-12.18567	-48.94409	-43.40515	117.72766
1.1025	-3.22266	-17.12036	-29.30603	-64.85596	124.87793
1.103	-6.64673	-12.5885	-25.177	-69.08569	133.74023
1.1035	2.21558	-22.86072	-27.29187	-63.64746	128.60413
1.104	7.04956	-19.63806	-18.32886	-40.1825	105.13916
1.1045	7.15027	-20.74585	-14.09912	-32.52869	87.91809
1.105	5.0354	-23.66638	-15.00549	-39.47754	77.44446
1.1055	10.47363	-11.98425	-19.33594	-36.35559	75.22888
1.106	3.22266	-20.34302	-16.41541	-33.83789	67.17224
1.1065	-1.00708	-19.33594	-13.59558	-31.62231	49.54834
1.107	-2.92053	-14.40125	-0.30212	-24.47205	37.26196
1.1075	1.3092	-6.14319	-10.87646	-22.96143	30.01099
1.108	-4.02832	0.50354	-4.83398	-26.68762	27.89612
1.1085	-2.01416	15.1062	-8.56018	-32.62939	27.39258
1.109	-5.13611	16.81824	-6.04248	-38.974	11.07788
1.1095	-3.7262	7.85522	26.58691	-29.20532	-17.01965
1.11	0.10071	10.77576	38.36975	-26.68762	-12.38708
1.1105	-8.35876	15.81116	13.59558	-24.67346	-5.13611
1.111	-8.66089	6.64673	-22.55859	-16.81824	6.14319
1.1115	-4.73328	5.53894	-36.15417	-19.13452	-4.73328
1.112	-8.66089	1.10779	-15.00549	3.12195	-24.87488
1.1125	-7.85522	-16.91895	11.88354	23.96851	-21.95435
1.113	-5.94177	-21.3501	16.11328	19.83948	-15.60974
1.1135	-0.80566	-30.91736	13.19275	1.81274	3.52478
1.114	2.71912	-17.92603	4.22974	-19.83948	20.64514
1.1145	5.33752	-27.29187	-2.5177	-45.41931	40.68604
1.115	8.7616	-28.39966	-2.11487	-43.60657	24.77417
1.1155	10.37292	-31.52161	-20.64514	-48.64197	14.30054
1.116	11.98425	-18.63098	-13.39417	-60.4248	3.02124
1.1165	10.97717	-20.1416	-4.63257	-72.40906	-11.98425
1.117	6.14319	-0.90637	18.63098	-58.51135	-24.47205
1.1175	6.44531	23.16284	29.60815	-24.57275	-8.45947
1.118	5.53894	27.6947	6.44531	-3.8269	15.60974
1.1185	2.92053	65.66162	-21.75293	-6.64673	28.70178
1.119	-5.84106	87.51526	-30.61523	-16.11328	18.42957
1.1195	-10.77576	77.64587	8.96301	-0.80566	-13.797
1.12	-15.1062	43.00232	29.60815	10.97717	-35.14709
1.1205	-12.28638	-3.02124	33.23364	17.42249	-47.33276
1.121	-12.5885	-36.35559	52.26746	64.25171	-61.02905
1.1215	-2.92053	-41.79382	50.2533	91.24146	-41.29028
1.122	-4.33044	-33.9386	29.91028	50.85754	-0.10071
1.1225	0.70496	-9.06372	-1.40991	26.68762	21.45081
1.123	-3.8269	2.01416	-42.49878	19.94019	21.3501
1.1235	-1.61133	1.2085	-47.43347	-3.52478	6.64673
1.124	6.64673	34.24072	-56.39648	-18.22815	-4.33044
1.1245	10.57434	84.19189	-58.81348	-35.44922	-19.53735
1.125	4.33044	67.07153	-39.98108	-26.68762	-40.2832
1.1255	0.70496	26.3855	-26.58691	21.55151	-8.45947
1.126	4.12903	-0.20142	-30.81665	21.24939	38.87329
1.1265	5.13611	-9.16443	-10.37292	-2.21558	41.08887
1.127	10.57434	-11.38	21.85364	-6.3446	9.16443
1.1275	12.38708	-29.60815	30.71594	5.63965	10.77576
1.128	23.26355	-37.96692	-5.53894	7.95593	32.02515
1.1285	24.87488	-52.771	-43.50586	4.12903	49.34692
1.129	16.71753	-67.37366	-42.59949	-12.08496	43.90869
1.1295	8.05664	-61.73401	-20.24231	3.7262	32.32727
1.13	7.95593	-48.03772	-12.28638	34.74426	18.32886
1.1305	3.52478	-42.39807	-9.97009	44.41223	3.8269
1.131	-1.00708	-33.73718	-24.06921	8.96301	9.36584
1.1315	11.2793	-32.22656	-36.95984	-3.42407	5.74036
1.132	12.89062	-27.09045	-33.63647	7.04956	22.45789
1.1325	1.00708	-28.70178	-20.04089	6.3446	28.60107
1.133	-18.8324	-19.03381	5.53894	-9.97009	38.77258
1.1335	-26.98975	-1.81274	15.00549	-21.65222	46.5271
1.134	-26.68762	-7.35168	1.10779	-26.98975	48.84338
1.1345	-10.57434	-6.74744	-18.63098	-14.80408	44.51294
1.135	-10.87646	-9.16443	-21.45081	3.52478	39.57825
1.1355	-18.42957	-2.71912	-37.7655	53.27454	25.98267
1.136	-19.63806	10.57434	-32.22656	48.64197	17.01965
1.1365	-20.64514	15.91187	-19.13452	13.59558	-5.94177
1.137	-16.11328	21.24939	-4.93469	4.53186	-23.56567
1.1375	-15.1062	39.88037	0.10071	2.5177	-19.83948
1.138	-12.18567	48.84338	-2.31628	-14.70337	-16.41541
1.1385	-7.04956	53.77808	-4.43115	-25.07629	-15.60974
1.139	-7.35168	49.14551	-10.17151	-16.71753	-29.00391
1.1395	-14.19983	44.31152	-13.09204	-10.47363	-18.32886
1.14	-5.43823	29.80957	-21.24939	-15.1062	0.50354
1.1405	-8.15735	20.44373	-15.40833	-29.30603	12.99133
1.141	1.71204	11.38	-25.68054	-59.31702	30.2124
1.1415	-1.00708	-2.31628	-28.29895	-86.30676	33.63647
1.142	-1.51062	-21.3501	-19.03381	-62.03613	16.3147
1.1425	0.30212	-20.24231	-3.32336	-18.22815	0.50354
1.143	-5.23682	-9.56726	-20.64514	5.53894	4.83398
1.1435	-2.41699	-3.52478	-23.8678	13.797	-4.12903
1.144	-6.3446	-17.6239	-31.01807	27.09045	0.90637
1.1445	-13.39417	-20.04089	-40.58533	23.26355	2.11487
1.145	-13.99841	-6.74744	32.83081	-16.01257	-0.90637
1.1455	-12.68921	1.2085	41.18958	-19.13452	-1.81274
1.146	-10.67505	12.18567	14.19983	-26.68762	2.92053
1.1465	-13.797	0.70496	63.54675	-37.16125	8.35876
1.147	-11.07788	23.8678	110.47668	-55.79224	0.70496
1.1475	0.10071	26.08337	83.08411	-57.40356	-11.98425
1.148	-7.35168	28.39966	40.98816	-13.99841	-37.56409
1.1485	-4.73328	19.94019	4.33044	28.39966	-41.18958
1.149	3.8269	-4.73328	-41.4917	36.95984	-30.51453
1.1495	6.54602	-7.45239	-93.15491	59.61914	-50.15259
1.15	3.92761	-5.0354	-53.27454	23.06213	-72.30835
1.1505	3.02124	-6.3446	-6.94885	-20.34302	-83.18481
1.151	-6.64673	-2.21558	6.94885	-16.71753	-68.28003
1.1515	-15.81116	-7.35168	-12.38708	-9.06372	-58.00781
1.152	-10.27222	-24.27063	-8.56018	-13.29346	-68.78357
1.1525	-9.06372	-33.13293	22.86072	22.45789	-102.62146
1.153	-12.18567	-38.16833	58.71277	85.5011	-111.48376
1.1535	-2.92053	-31.52161	77.24304	115.31067	-91.44287
1.154	-0.90637	-12.89062	62.43896	104.03137	-64.55383
1.1545	4.33044	-7.75452	64.151	86.50818	-54.0802
1.155	-1.51062	-2.11487	48.64197	107.65686	-39.47754
1.1555	-5.74036	-12.38708	15.20691	104.03137	-12.28638
1.156	-6.94885	-22.05505	-2.61841	74.62463	17.22107
1.1565	-0.30212	-20.24231	-19.83948	36.25488	45.11719
1.157	13.19275	-20.74585	-10.57434	-5.74036	54.98657
1.1575	24.87488	-12.18567	-6.64673	-39.57825	43.20374
1.158	14.90479	-5.0354	4.93469	-54.38232	27.29187
1.1585	1.91345	-5.84106	-11.68213	-11.78284	32.32727
1.159	-9.86938	-28.09753	-26.68762	0	39.37683
1.1595	-11.88354	-35.65063	-24.67346	-2.5177	58.71277
1.16	-8.96301	-44.31152	-22.15576	-23.36426	63.54675
1.1605	8.7616	-58.71277	-15.1062	-24.47205	70.19348
1.161	15.91187	-60.52551	-15.30762	-35.14709	75.02747
1.1615	29.50745	-62.13684	-15.60974	-49.54834	70.3949
1.162	18.63098	-66.6687	-12.99133	-52.67029	50.85754
1.1625	13.59558	-62.13684	2.61841	-24.27063	23.26355
1.163	6.94885	-51.66321	14.80408	-5.74036	18.22815
1.1635	4.43115	-25.68054	0.90637	-9.36584	20.64514
1.164	-6.2439	1.71204	8.8623	-11.78284	15.00549
1.1645	-13.99841	8.7616	11.78284	-7.5531	10.57434
1.165	-0.90637	39.57825	-8.66089	5.84106	12.48779
1.1655	3.8269	64.65454	-26.08337	16.11328	4.02832
1.166	6.94885	47.63489	-30.91736	13.49487	10.0708
1.1665	6.44531	19.73877	-16.41541	9.46655	6.3446
1.167	-6.3446	7.5531	-7.75452	12.28638	-8.35876
1.1675	-10.77576	1.00708	-4.63257	10.17151	-6.2439
1.168	-10.77576	7.15027	-5.53894	0.60425	-17.42249
1.1685	-15.60974	31.72302	1.81274	-8.7616	-14.19983
1.169	-20.34302	46.82922	5.53894	-16.11328	-10.37292
1.1695	-28.19824	45.72144	2.31628	-9.26514	-11.07788
1.17	-35.44922	38.16833	3.52478	7.35168	-29.00391
1.1705	-42.19666	40.08179	15.40833	21.24939	-51.15967
1.171	-43.20374	44.11011	4.12903	20.84656	-49.0448
1.1715	-23.06213	25.47913	-5.94177	14.90479	-56.5979
1.172	-19.73877	18.63098	-4.12903	12.89062	-34.84497
1.1725	-28.09753	36.05347	-3.62549	13.797	-32.12585
1.173	-32.02515	63.74817	-13.19275	6.74744	-18.32886
1.1735	-30.91736	76.94092	-29.50745	0.50354	-15.81116
1.174	-23.46497	60.62622	-44.61365	-11.58142	-12.68921
1.1745	-14.60266	38.77258	-51.5625	-13.59558	-18.53027
1.175	-8.66089	11.98425	-20.24231	-23.56567	15.1062
1.1755	2.61841	5.94177	6.14319	-45.41931	32.42798
1.176	-1.3092	8.7616	38.77258	-64.95667	32.62939
1.1765	8.8623	-2.61841	70.99915	-63.34534	28.29895
1.177	-1.3092	0.50354	68.17932	-28.29895	16.41541
1.1775	1.91345	-5.74036	30.31311	11.17859	-7.5531
1.178	12.5885	-5.0354	31.72302	-7.85522	-12.5885
1.1785	7.35168	-18.8324	48.13843	-46.5271	-8.56018
1.179	27.79541	-27.49329	78.65295	-45.82214	-21.85364
1.1795	29.10461	-44.0094	47.03064	-16.51611	-21.24939
1.18	19.73877	-63.74817	24.97559	-17.6239	-24.16992
1.1805	10.27222	-69.38782	15.40833	0.30212	-41.89453
1.181	-7.04956	-101.61438	-6.74744	45.01648	-52.36816
1.1815	-10.77576	-125.07935	25.37842	30.2124	-57.70569
1.182	2.01416	-82.88269	61.43188	-10.77576	-41.08887
1.1825	-1.61133	-25.57983	14.60266	-29.91028	-8.7616
1.183	-1.91345	-2.71912	-21.55151	-33.53577	10.17151
1.1835	-5.74036	24.87488	-24.06921	-69.08569	34.94568
1.184	-2.21558	51.76392	-26.68762	-61.43188	36.4563
1.1845	-11.58142	65.76233	-31.11877	-26.58691	17.01965
1.185	-7.5531	43.10303	-64.85596	27.09045	35.75134
1.1855	-6.44531	39.17542	-76.84021	40.38391	27.79541
1.186	-11.58142	51.5625	-39.77966	43.80798	9.26514
1.1865	-5.84106	41.89453	-7.5531	46.32568	4.43115
1.187	-10.17151	23.46497	-0.20142	32.83081	10.0708
1.1875	-7.75452	30.81665	-16.81824	47.7356	13.39417
1.188	-11.68213	39.07471	-11.07788	45.62073	-12.08496
1.1885	-1.3092	22.15576	-16.71753	45.01648	-16.61682
1.189	-4.53186	12.18567	-28.50037	39.98108	-12.99133
1.1895	-3.92761	-4.73328	-33.83789	43.50586	-1.00708
1.19	-1.81274	-9.97009	-24.06921	25.27771	2.71912
1.1905	-8.96301	-11.17859	-20.84656	-1.40991	12.99133
1.191	-13.19275	-18.8324	-16.91895	-13.39417	17.42249
1.1915	-16.21399	-11.2793	-5.0354	-16.81824	10.57434
1.192	-17.42249	-8.56018	-1.91345	-14.60266	16.01257
1.1925	-11.78284	-2.5177	3.52478	-32.12585	28.9032
1.193	-9.16443	-1.00708	0.60425	-33.13293	31.52161
1.1935	-7.5531	2.71912	-0.60425	-29.30603	26.48621
1.194	-1.2085	5.94177	-6.2439	-31.32019	17.72461
1.1945	-0.90637	2.31628	-4.12903	-29.80957	2.61841
1.195	-0.30212	10.17151	-5.63965	-15.81116	6.64673
1.1955	-5.94177	11.68213	1.10779	-10.27222	-5.74036
1.196	-1.81274	11.98425	6.54602	-11.78284	-3.92761
1.1965	5.33752	9.86938	7.5531	-28.70178	13.19275
1.197	13.39417	6.44531	11.98425	-24.87488	10.57434
1.1975	6.44531	6.54602	-15.40833	-10.37292	0.80566
1.198	-0.20142	5.43823	-26.08337	8.45947	0
1.1985	-5.94177	8.56018	-20.04089	8.45947	12.99133
1.199	10.17151	8.15735	-11.2793	-23.26355	32.93152
1.1995	8.8623	6.14319	2.61841	-50.2533	32.83081
1.2	8.25806	-5.23682	-5.33752	-36.95984	15.91187
1.2005	6.94885	-35.04639	-18.02673	11.78284	-18.73169
1.201	4.43115	-42.59949	-6.3446	37.7655	-37.96692
1.2015	3.32336	-27.19116	-2.11487	69.28711	-37.86621
1.202	-4.53186	2.11487	9.06372	64.45312	-44.41223
1.2025	-6.54602	9.97009	1.51062	23.66638	-43.70728
1.203	-6.94885	-17.6239	15.60974	-20.44373	-31.4209
1.2035	-1.51062	-31.4209	-7.5531	-43.20374	-5.94177
1.204	-4.83398	-22.86072	-0.40283	-70.29419	2.31628
1.2045	-13.99841	-20.04089	28.09753	-81.06995	26.68762
1.205	-18.22815	0.50354	45.72144	-102.82288	40.78674
1.2055	-10.27222	13.59558	26.98975	-131.22253	67.8772
1.206	-7.95593	34.64355	-14.09912	-158.61511	92.34924
1.2065	-11.88354	43.90869	2.31628	-183.18787	75.93384
1.207	-34.54285	14.19983	75.4303	-175.03052	66.36658
1.2075	-52.36816	-32.22656	115.31067	-110.57739	60.3241
1.208	-41.08887	-46.42639	64.65454	-13.19275	47.63489
1.2085	-23.8678	-44.21082	4.83398	7.35168	25.07629
1.209	-10.57434	-20.64514	-29.00391	-26.28479	-4.12903
1.2095	-5.13611	42.7002	-40.2832	-62.74109	-13.39417
1.21	-11.07788	79.55933	-28.50037	-108.46252	-12.5885
1.2105	-17.82532	73.41614	46.5271	-89.02588	-27.09045
1.211	-26.68762	65.15808	105.23987	-22.6593	-49.44763
1.2115	-37.86621	58.20923	91.04004	-10.57434	-23.26355
1.212	-39.57825	55.3894	78.35083	-17.12036	-17.22107
1.2125	-33.13293	29.30603	40.58533	16.11328	-41.4917
1.213	-25.88196	-10.57434	-23.26355	72.81189	-35.44922
1.2135	-42.59949	-50.65613	-63.84888	83.88977	8.35876
1.214	-55.08728	-110.17456	-51.36108	91.24146	2.92053
1.2145	-51.66321	-157.40662	-25.07629	140.68909	-10.47363
1.215	-36.15417	-85.40039	2.11487	143.81104	-68.68286
1.2155	-21.95435	8.7616	-39.47754	147.23511	-118.83545
1.216	13.59558	21.95435	-82.88269	135.35156	-141.19263
1.2165	26.78833	-8.8623	-83.78906	109.57031	-168.28308
1.217	34.03931	-23.46497	-59.21631	76.23596	-197.99194
1.2175	28.09753	-48.84338	-18.22815	25.47913	-190.33813
1.218	37.96692	-63.84888	1.3092	-14.09912	-74.72534
1.2185	34.94568	-49.54834	21.3501	-71.60339	28.70178
1.219	32.22656	-13.89771	37.7655	-106.24695	24.87488
1.2195	25.177	3.22266	48.74268	-93.0542	-15.40833
1.22	29.10461	15.20691	95.77332	-21.14868	-52.16675
1.2205	31.52161	17.32178	113.90076	78.14941	-46.02356
1.221	31.11877	26.08337	85.70251	90.83862	-11.98425
1.2215	27.49329	5.94177	35.44922	90.93933	32.7301
1.222	12.68921	9.97009	-24.06921	79.96216	72.50977
1.2225	8.45947	37.56409	-12.99133	-27.29187	94.16199
1.223	8.15735	27.89612	4.12903	-64.25171	73.81897
1.2235	18.02673	3.8269	-42.39807	-17.22107	80.06287
1.224	16.81824	-0.90637	-71.40198	33.63647	60.02197
1.2245	20.44373	-3.52478	-66.6687	74.72534	24.87488
1.225	20.94727	-7.35168	-66.16516	96.57898	-4.43115
1.2255	20.24231	-2.5177	-46.32568	69.79065	-6.44531
1.226	12.5885	-7.95593	-47.13135	2.92053	35.44922
1.2265	13.19275	-6.94885	-54.28162	-44.31152	73.91968
1.227	13.49487	-0.40283	-45.01648	-56.29578	87.41455
1.2275	26.28479	9.26514	-45.82214	-98.49243	102.82288
1.228	37.06055	19.33594	-57.60498	-137.96997	101.61438
1.2285	30.51453	19.43665	-57.60498	-110.87952	81.47278
1.229	34.14001	6.04248	-16.91895	-33.73718	44.81506
1.2295	32.93152	5.84106	-9.86938	20.04089	25.57983
1.23	24.97559	48.44055	-24.16992	13.59558	1.3092
1.2305	9.76868	60.02197	-32.83081	-25.07629	-10.87646
1.231	2.92053	76.43738	-26.3855	-62.23755	21.14868
1.2315	4.22974	84.09119	-21.3501	-90.93933	46.22498
1.232	-0.90637	67.37366	-0.40283	-115.10925	45.72144
1.2325	7.35168	35.04639	72.30835	-143.3075	25.27771
1.233	-6.3446	-0.60425	84.79614	-170.59937	-4.93469
1.2335	-16.01257	-51.26038	21.95435	-122.36023	-6.3446
1.234	-17.42249	-65.15808	6.14319	-87.91809	-15.30762
1.2345	-7.15027	-45.41931	45.72144	-92.24854	-35.65063
1.235	1.71204	-45.72144	103.02429	-122.96448	-42.90161
1.2355	5.94177	-75.73242	151.16272	-166.26892	-24.16992
1.236	3.8269	-76.7395	127.59705	-140.18555	-3.92761
1.2365	0.80566	-23.66638	26.08337	-54.48303	-3.52478
1.237	19.83948	16.61682	4.73328	14.90479	-1.51062
1.2375	33.63647	19.43665	-7.65381	52.56958	1.00708
1.238	44.41223	8.15735	-6.94885	18.8324	-12.18567
1.2385	35.65063	-8.8623	70.89844	-20.74585	-15.91187
1.239	16.21399	-15.50903	104.53491	-3.92761	-30.71594
1.2395	-7.65381	23.46497	2.01416	50.45471	-40.08179
1.24	-7.35168	16.81824	-130.41687	49.64905	-21.3501
1.2405	11.48071	-25.47913	-179.36096	68.17932	-8.45947
1.241	21.45081	-73.91968	-194.06433	126.48926	-28.70178
1.2415	8.8623	-88.52234	-113.39722	176.23901	-103.32642
1.242	13.99841	-112.59155	-27.29187	215.0116	-115.10925
1.2425	25.37842	-134.34448	-31.32019	215.0116	-91.54358
1.243	29.50745	-42.8009	-33.23364	168.28308	-92.14783
1.2435	42.49878	32.93152	-37.86621	94.76624	-78.75366
1.244	31.62231	46.32568	-37.86621	50.05188	-64.45312
1.2445	7.15027	-25.27771	-54.0802	104.63562	-48.13843
1.245	-15.00549	-77.44446	-64.45312	193.05725	-50.75684
1.2455	-10.47363	-78.04871	-16.41541	208.26416	-53.67737
1.246	-2.61841	-65.46021	0.60425	174.52698	-54.88586
1.2465	-4.93469	-61.12976	-10.87646	86.70959	-45.62073
1.247	-11.88354	-69.58923	-23.8678	34.54285	-32.7301
1.2475	-7.85522	-90.73792	-7.75452	-45.11719	15.71045
1.248	9.66797	-141.89758	10.17151	-85.29968	55.59082
1.2485	17.82532	-148.54431	11.68213	-42.90161	88.72375
1.249	4.12903	-129.61121	18.63098	-4.93469	85.5011
1.2495	5.13611	-87.91809	49.44763	30.81665	86.50818
1.25	7.75452	-75.93384	31.11877	93.96057	70.29419
1.2505	3.42407	-106.9519	-0.10071	110.6781	48.33984
1.251	28.09753	-151.06201	-15.60974	25.07629	28.50037
1.2515	22.6593	-165.16113	-8.25806	1.40991	4.02832
1.252	10.0708	-140.08484	-9.36584	23.46497	-1.10779
1.2525	-4.93469	-114.30359	-15.50903	0.10071	-4.12903
1.253	-9.46655	-50.05188	0.70496	-55.08728	-10.17151
1.2535	-18.12744	33.43506	25.47913	-58.30994	-1.2085
1.254	-2.92053	91.34216	11.58142	-67.27295	11.48071
1.2545	9.76868	108.66394	-28.39966	-88.42163	33.53577
1.255	2.71912	92.34924	-35.2478	-111.28235	31.62231
1.2555	-13.19275	63.54675	-12.99133	-94.06128	-9.36584
1.256	-34.24072	52.67029	49.44763	-54.78516	-17.52319
1.2565	-47.93701	46.22498	73.51685	-89.328	15.40833
1.257	-49.44763	81.47278	79.45862	-131.72607	14.09912
1.2575	-47.43347	143.50891	119.03687	-124.37439	-16.91895
1.258	-44.0094	211.48682	101.61438	-46.62781	-37.36267
1.2585	-41.69312	208.7677	21.24939	42.8009	-53.57666
1.259	-32.12585	123.46802	15.60974	78.14941	-30.11169
1.2595	-36.55701	66.97083	8.15735	83.48694	-28.50037
1.26	-38.47046	103.02429	-41.39099	75.53101	-4.43115
1.2605	-52.26746	137.46643	-121.85669	83.78906	23.46497
1.261	-37.96692	133.23669	-185.60486	45.62073	30.51453
1.2615	-31.21948	119.74182	-148.64502	-39.47754	14.19983
1.262	-33.23364	112.49084	-85.40039	-83.38623	-8.7616
1.2625	-13.19275	87.71667	-48.94409	-68.28003	-27.19116
1.263	-2.92053	70.3949	3.12195	-75.73242	-26.48621
1.2635	-6.64673	91.34216	25.98267	-90.73792	-13.59558
1.264	-11.98425	105.74341	-58.71277	-104.3335	48.03772
1.2645	-22.05505	127.39563	-83.18481	-116.41846	61.53259
1.265	-23.8678	154.38538	-73.11401	-102.42004	48.84338
1.2655	-9.97009	154.88892	-25.47913	-150.15564	17.22107
1.266	1.10779	114.60571	3.32336	-173.72131	11.07788
1.2665	-7.75452	57.30286	-44.91577	-148.3429	7.15027
1.267	-16.61682	37.7655	-46.82922	-102.31934	7.15027
1.2675	-18.42957	22.6593	65.46021	-102.42004	-16.61682
1.268	-30.31311	-14.80408	118.93616	-35.14709	-34.94568
1.2685	-45.92285	-51.05896	150.55847	58.91418	-39.17542
1.269	-48.84338	-46.62781	137.66785	80.56641	-6.14319
1.2695	-49.24622	-57.9071	46.92993	78.25012	33.43506
1.27	-45.01648	-65.15808	2.11487	37.96692	47.03064
1.2705	-23.46497	-78.85437	-0.20142	22.6593	28.19824
1.271	-3.12195	-73.51685	-6.54602	24.27063	43.20374
1.2715	0.10071	-25.88196	-10.57434	37.66479	22.86072
1.272	-9.36584	-22.86072	13.89771	101.21155	30.81665
1.2725	-15.71045	-47.13135	35.34851	18.02673	54.28162
1.273	-12.89062	-45.82214	31.21948	-38.57117	72.20764
1.2735	-29.00391	-20.54443	43.00232	5.33752	63.74817
1.274	-22.86072	-10.57434	92.85278	73.41614	51.76392
1.2745	-12.38708	-17.52319	109.06677	69.1864	44.81506
1.275	-3.8269	12.5885	97.98889	55.3894	25.27771
1.2755	6.14319	25.47913	93.55774	20.24231	45.11719
1.276	13.19275	16.41541	64.85596	-11.68213	78.45154
1.2765	13.59558	4.22974	-17.82532	-27.09045	70.79773
1.277	22.6593	32.7301	-91.64429	-33.43506	42.59949
1.2775	31.92444	54.88586	-100.20447	-55.99365	10.67505
1.278	21.55151	72.00623	-73.21472	-56.69861	-27.89612
1.2785	14.50195	47.33276	-7.95593	-47.7356	-61.53259
1.279	-5.23682	12.5885	70.69702	-69.58923	-102.21863
1.2795	-13.39417	15.50903	43.60657	-81.27136	-110.98022
1.28	-3.42407	37.26196	2.41699	-60.02197	-91.94641
1.2805	-1.10779	31.11877	0.50354	-27.39258	-90.93933
1.281	9.76868	-29.60815	13.19275	-35.04639	-125.07935
1.2815	29.70886	-44.21082	26.68762	-60.3241	-127.89917
1.282	31.72302	-15.1062	7.85522	-52.67029	-95.26978
1.2825	31.21948	-27.6947	-79.55933	13.59558	-111.9873
1.283	9.16443	-8.96301	-80.16357	21.14868	-153.78113
1.2835	-48.54126	51.66321	-56.19507	-8.96301	-165.86609
1.284	-65.46021	58.71277	-81.67419	5.13611	-132.33032
