chiusura_max.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
2.77	123.77014	-19.83948	645.63904	-424.78638	-72.50977
2.7705	58.61206	-151.06201	556.51245	283.69446	-169.7937
2.771	-103.22571	-134.84802	185.40344	657.724	-287.92419
2.7715	-267.37976	-212.29248	-391.1499	1164.08386	-286.7157
2.772	-310.6842	-174.42627	-622.87903	1623.51379	-236.56311
2.7725	-262.94861	-152.57263	-381.58264	1179.08936	-152.57263
2.773	-119.13757	-126.08643	-342.20581	769.20776	-117.42554
2.7735	-51.86462	10.87646	-212.29248	542.81616	-199.50256
2.774	-40.1825	68.88428	-68.28003	347.44263	-286.7157
2.7745	-79.76074	14.19983	10.27222	535.66589	-298.19641
2.775	-118.53333	-131.32324	51.46179	898.71826	-251.66931
2.7755	-85.60181	-125.48218	-16.41541	822.4823	-326.39465
2.776	-94.96765	-57.30286	-127.69775	579.07104	-370.20264
2.7765	-162.44202	-31.72302	-0.80566	280.87463	-341.50085
2.777	-222.96753	51.66321	-0.30212	14.40125	-139.98413
2.7775	-238.57727	118.93616	-69.89136	-263.75427	219.54346
2.778	-297.69287	55.59082	-54.0802	-427.40479	452.17896
2.7785	-345.42847	-32.42798	20.1416	-395.27893	537.07581
2.779	-345.22705	-176.74255	39.47754	-432.03735	707.57446
2.7795	-353.48511	-442.10815	372.72034	-428.31116	768.60352
2.78	-314.10828	-625.49744	490.85083	79.05579	487.9303
2.7805	-169.7937	-571.71936	479.06799	277.34985	288.93127
2.781	-84.49402	-355.59998	469.60144	-59.21631	212.19177
2.7815	12.99133	-292.25464	283.09021	-318.33801	268.48755
2.782	109.26819	-101.01013	18.22815	-118.43262	159.92432
2.7825	287.92419	262.8479	-43.10303	-30.51453	36.95984
2.783	394.27185	592.66663	-52.26746	44.81506	34.74426
2.7835	477.75879	498.30322	-120.34607	52.16675	31.52161
2.784	447.04285	322.66846	-167.98096	-47.23206	-63.74817
2.7845	298.0957	232.03125	-204.43726	-44.11011	-104.23279
2.785	123.56873	154.6875	-419.54956	234.95178	22.15576
2.7855	84.79614	134.5459	-548.95935	282.48596	84.59473
2.786	60.82764	90.93933	-511.29456	255.49622	48.44055
2.7865	49.64905	-18.22815	-373.12317	463.35754	-73.01331
2.787	-19.83948	-62.13684	-300.21057	89.12659	-134.94873
2.7875	-91.94641	51.26038	-254.48914	-348.55042	-197.4884
2.788	-77.24304	116.72058	-185.00061	-223.77319	-183.38928
2.7885	-32.12585	-59.71985	-97.58606	0.50354	-95.87402
2.789	-69.58923	-200.10681	85.19897	193.76221	-193.15796
2.7895	-78.25012	-80.4657	196.68274	191.04309	-167.37671
2.79	54.68445	105.84412	57.50427	-112.79297	-38.67188
2.7905	128.20129	39.77966	-234.75037	-173.41919	16.91895
2.791	73.71826	-98.39172	-380.67627	-53.67737	147.33582
2.7915	-41.08887	-117.92908	-236.16028	22.25647	346.63696
2.792	-193.86292	23.56567	-10.97717	-11.78284	411.09009
2.7925	-226.49231	-9.56726	22.25647	-60.12268	499.71313
2.793	-183.5907	-75.73242	18.42957	-180.26733	581.48804
2.7935	-166.26892	-65.96375	25.07629	-242.50488	497.59827
2.794	-174.72839	21.24939	164.15405	-208.16345	312.89978
2.7945	-142.40112	-66.36658	331.73218	-185.60486	199.50256
2.795	-71.09985	-113.80005	371.10901	99.09668	4.33044
2.7955	12.48779	-169.69299	325.99182	157.10449	-214.91089
2.796	139.88342	-300.31128	341.70227	-48.74268	-471.6156
2.7965	316.52527	-370.60547	450.46692	-396.99097	-556.91528
2.797	427.50549	-262.34436	394.07043	-673.13232	-552.58484
2.7975	393.6676	6.94885	270.19958	-702.43835	-449.25842
2.798	280.87463	232.13196	172.10999	-767.69714	-104.63562
2.7985	202.12097	373.526	45.3186	-769.20776	122.86377
2.799	155.19104	535.16235	195.57495	-491.15295	257.91321
2.7995	140.18555	623.28186	282.38525	-338.58032	146.12732
2.8	86.8103	553.18909	20.04089	-141.29333	40.98816
2.8005	-0.90637	315.92102	-366.57715	-40.98816	-25.07629
2.801	-79.45862	79.45862	-334.45129	123.87085	-170.59937
2.8015	-121.75598	-233.84399	-50.85754	145.62378	-227.70081
2.802	-126.48926	-470.50781	-11.58142	445.2301	-312.09412
2.8025	-72.81189	-402.4292	-227.09656	1146.35925	-264.96277
2.803	0.10071	-189.9353	-378.46069	1237.60071	-144.6167
2.8035	47.03064	24.27063	-83.48694	629.62646	-13.99841
2.804	101.8158	239.58435	20.24231	75.4303	41.59241
2.8045	139.27917	289.63623	-7.45239	-159.01794	36.15417
2.805	178.65601	198.6969	5.53894	-155.79529	-26.58691
2.8055	193.05725	95.37048	133.23669	-62.33826	-184.29565
2.806	213.50098	116.72058	229.71497	-38.974	-349.75891
2.8065	222.86682	80.66711	143.71033	197.28699	-436.66992
2.807	274.53003	12.28638	-193.25867	384.90601	-385.81238
2.8075	352.67944	-66.06445	-85.90393	116.82129	-246.02966
2.808	375.54016	-44.51294	-62.53967	-161.43494	-73.91968
2.8085	318.33801	55.3894	-147.53723	-292.85889	56.69861
2.809	215.0116	162.2406	-197.28699	-280.37109	20.94727
2.8095	131.02112	168.28308	-98.0896	-99.60022	-142.099
2.81	84.59473	20.44373	136.45935	-4.12903	-207.5592
2.8105	106.04553	51.36108	141.09192	-199.9054	-150.75989
2.811	94.3634	3.22266	146.12732	-157.60803	-159.82361
2.8115	56.39648	-225.88806	155.29175	78.55225	-181.073
2.812	-1.51062	-206.75354	-59.71985	229.01001	-199.9054
2.8125	-2.01416	3.92761	-237.16736	370.00122	-182.68433
2.813	19.83948	112.49084	-450.06409	439.28833	-179.05884
2.8135	30.31311	97.38464	-462.14905	537.07581	-149.85352
2.814	39.17542	287.31995	-238.57727	321.05713	-87.41455
2.8145	7.65381	482.59277	-178.35388	41.29028	-97.28394
2.815	-37.96692	166.0675	-175.63477	-3.7262	-114.505
2.8155	-24.47205	-239.68506	-170.59937	11.98425	-33.83789
2.816	-8.7616	-209.57336	-289.73694	-152.87476	60.3241
2.8165	-82.9834	-364.6637	-285.60791	-151.96838	62.03613
2.817	-192.55371	-502.43225	35.54993	47.23206	-71.50269
2.8175	-120.34607	-239.78577	256.70471	84.19189	-127.19421
2.818	-18.32886	-73.01331	259.52454	17.52319	-74.52393
2.8185	-17.42249	-95.26978	197.18628	175.43335	-5.13611
2.819	21.04797	77.948	149.14856	496.99402	-19.03381
2.8195	48.33984	346.43555	242.20276	549.66431	-67.67578
2.82	95.47119	345.12634	410.28442	413.40637	-0.70496
2.8205	110.6781	364.96582	328.40881	-173.21777	95.16907
2.821	122.46094	301.01624	-92.65137	-505.05066	159.7229
2.8215	62.33826	-42.8009	-470.3064	-205.54504	240.59143
2.822	-44.11011	-319.64722	-444.02161	-34.24072	282.48596
2.8225	-73.41614	-403.13416	-121.15173	-12.5885	215.71655
2.823	-34.34143	-427.6062	236.86523	-110.47668	87.31384
2.8235	-32.7301	-445.53223	465.17029	-249.35303	-8.96301
2.824	-49.64905	-242.40417	445.73364	-163.14697	-50.354
2.8245	-57.10144	-104.23279	386.81946	-250.96436	-59.31702
2.825	-80.26428	-66.6687	233.84399	-6.3446	-59.41772
2.8255	-39.17542	-81.67419	169.18945	130.21545	-57.30286
2.826	14.90479	-50.55542	180.06592	-91.14075	-31.21948
2.8265	54.88586	188.52539	-138.07068	-124.37439	2.01416
2.827	56.49719	460.2356	-234.24683	-146.02661	-28.29895
2.8275	-2.81982	347.1405	-194.9707	-131.42395	-23.46497
2.828	-35.44922	388.02795	-269.39392	-288.0249	31.52161
2.8285	2.61841	522.17102	-299.90845	-740.7074	59.21631
2.829	21.95435	400.31433	-297.39075	-955.01404	60.62622
2.8295	-26.68762	149.85352	-183.38928	-645.33691	47.03064
2.83	-91.44287	0.30212	-123.77014	-252.37427	58.71277
2.8305	-128.80554	-163.65051	-193.15796	8.7616	-4.33044
2.831	-127.09351	-60.4248	-131.82678	186.71265	-86.40747
2.8315	-95.5719	-49.14551	-11.17859	175.03052	-58.71277
2.832	-52.46887	-191.34521	187.71973	74.42322	-45.41931
2.8325	-53.27454	-368.89343	329.81873	118.53333	-12.78992
2.833	-76.43738	-570.30945	213.50098	408.16956	9.46655
2.8335	-126.18713	-631.53992	-19.63806	788.94653	24.87488
2.834	-233.34045	-459.22852	-104.4342	2344.88525	-156.60095
2.8345	-312.49695	-107.75757	78.65295	3296.97876	-175.13123
2.835	-295.578	162.84485	229.21143	1660.0708	18.02673
2.8355	-244.21692	82.68127	181.37512	-665.57922	279.86755
2.836	-200.10681	-231.52771	463.25684	-1379.90112	456.30798
2.8365	-266.47339	-208.26416	407.96814	-933.26111	502.63367
2.837	-382.2876	-177.24609	254.18701	-355.19714	522.77527
2.8375	-396.68884	-401.92566	345.02563	-18.63098	553.99475
2.838	-263.25073	-344.72351	336.46545	-253.88489	509.48181
2.8385	-95.37048	-76.23596	193.6615	-637.68311	402.12708
2.839	38.47046	280.4718	-75.63171	-676.85852	188.02185
2.8395	193.76221	459.0271	-331.93359	-471.31348	-112.39014
2.84	262.14294	450.36621	-723.1842	32.93152	-388.22937
2.8405	207.35779	460.2356	-853.09753	142.70325	-491.55579
2.841	84.49402	342.60864	-431.83594	-282.48596	-392.05627
2.8415	1.51062	219.44275	8.56018	-595.28503	-280.77393
2.842	9.66797	23.96851	246.33179	-667.08984	-115.31067
2.8425	-3.12195	-57.50427	342.70935	-365.77148	-36.4563
2.843	21.24939	171.80786	243.20984	-334.45129	-20.44373
2.8435	80.26428	260.53162	129.30908	-472.32056	23.06213
2.844	49.64905	214.81018	-50.45471	-614.11743	295.77942
2.8445	-1.2085	2.71912	-271.71021	-254.89197	342.70935
2.845	23.26355	-335.55908	-336.96899	153.17688	152.1698
2.8455	92.55066	-319.4458	-215.41443	380.57556	-233.34045
2.846	102.42004	-119.74182	-165.56396	400.51575	-478.56445
2.8465	139.98413	-60.02197	-156.80237	377.95715	-532.24182
2.847	202.32239	113.1958	-172.91565	320.15076	-521.66748
2.8475	134.44519	208.56628	-95.5719	461.5448	-492.56287
2.848	56.39648	173.01636	2.92053	517.73987	-497.69897
2.8485	46.62781	126.79138	-44.11011	525.19226	-545.33386
2.849	92.95349	44.0094	-128.40271	462.854	-525.79651
2.8495	61.43188	-195.87708	0.90637	272.61658	-388.43079
2.85	-22.35718	-386.01379	245.224	63.74817	-101.8158
2.8505	-12.38708	-387.62512	317.73376	-388.93433	203.93372
2.851	-4.73328	-365.67078	219.44275	-813.82141	465.3717
2.8515	-147.63794	-345.73059	340.7959	-866.39099	689.84985
2.852	-376.34583	-165.46326	368.18848	-917.34924	933.36182
2.8525	-452.58179	16.11328	305.6488	-652.28577	913.42163
2.853	-292.65747	75.93384	336.36475	-551.98059	659.53674
2.8535	-186.20911	199.30115	174.8291	-909.79614	370.20264
2.854	-258.01392	293.26172	12.68921	-992.98096	312.29553
2.8545	-317.23022	-64.35242	-76.23596	-661.85303	641.30859
2.855	-369.6991	-177.95105	-123.2666	110.47668	658.32825
2.8555	-311.18774	-14.40125	-115.81421	805.86548	192.453
2.856	-73.51685	65.76233	31.52161	785.42175	-41.18958
2.8565	41.08887	178.15247	287.52136	706.16455	-115.61279
2.857	88.82446	264.0564	297.39075	419.65027	-131.42395
2.8575	170.90149	130.21545	12.28638	136.56006	-113.39722
2.858	160.02502	82.37915	-313.2019	237.97302	-128.80554
2.8585	152.1698	112.08801	-451.87683	262.94861	-148.54431
2.859	154.78821	47.43347	-485.81543	451.27258	-232.13196
2.8595	151.86768	-33.03223	-418.8446	727.41394	-250.05798
2.86	161.43494	-41.4917	-272.01233	546.44165	-223.47107
2.8605	124.97864	-17.32178	-169.39087	346.93909	-171.40503
2.861	87.21313	26.68762	-93.96057	115.31067	-229.91638
2.8615	69.89136	-15.71045	-145.01953	-57.20215	-302.72827
2.862	21.65222	26.3855	-218.43567	-157.40662	-319.74792
2.8625	-45.72144	115.10925	-261.84082	-166.87317	-334.552
2.863	-9.66797	148.04077	-237.36877	-19.03381	-354.49219
2.8635	-10.97717	201.91956	-198.49548	84.09119	-284.50012
2.864	-31.52161	-382.89185	-27.59399	136.05652	-153.3783
2.8645	-5.33752	-851.68762	169.08875	288.32703	37.56409
2.865	-8.96301	-296.68579	14.19983	-67.27295	157.91016
2.8655	-140.68909	46.42639	239.28223	-451.07117	197.79053
2.866	-216.82434	196.27991	536.06873	-590.24963	314.91394
2.8665	-170.59937	314.30969	495.98694	-794.58618	573.02856
2.867	-135.25085	349.45679	401.52283	-925.80872	674.24011
2.8675	-162.74414	442.20886	445.83435	-655.91125	662.35657
2.868	-141.99829	425.89417	451.17188	-249.55444	598.30627
2.8685	-75.63171	500.11597	-43.20374	50.95825	453.28674
2.869	-93.85986	368.99414	-469.0979	242.90771	267.37976
2.8695	-118.13049	-35.65063	-482.8949	313.1012	158.01086
2.87	-174.8291	-196.58203	-341.29944	371.51184	126.18713
2.8705	-208.36487	-159.01794	-255.99976	315.82031	146.93298
2.871	-115.7135	-85.90393	-193.86292	137.16431	120.54749
2.8715	-24.47205	-31.72302	-48.84338	79.05579	-71.20056
2.872	45.2179	-25.27771	-65.05737	422.97363	-216.22009
2.8725	17.6239	-164.35547	-304.03748	604.14734	41.69312
2.873	-72.81189	-295.17517	-256.5033	511.19385	228.00293
2.8735	-82.88269	-353.48511	232.53479	220.047	24.67346
2.874	-32.52869	-442.30957	416.52832	142.90466	-114.70642
2.8745	-35.65063	-444.12231	404.84619	144.81812	-213.40027
2.875	19.43665	-428.51257	411.99646	61.93542	-313.50403
2.8755	63.94958	-279.46472	212.39319	-136.25793	-346.73767
2.876	111.38306	-120.95032	-0.70496	-210.58044	-321.76208
2.8765	189.53247	-11.58142	-93.15491	-59.21631	-194.66858
2.877	208.96912	13.09204	-86.50818	-10.97717	9.76868
2.8775	191.74805	-22.05505	-66.36658	-31.72302	86.60889
2.878	136.56006	-92.44995	-81.7749	-231.82983	216.92505
2.8785	83.28552	-167.98096	96.47827	-619.05212	362.44812
2.879	8.15735	-253.68347	236.76453	-723.98987	368.08777
2.8795	-30.91736	-346.03271	363.95874	-641.10718	437.77771
2.88	-48.74268	-474.73755	599.41406	-524.3866	587.73193
2.8805	-36.35559	-365.9729	594.8822	-568.29529	635.56824
2.881	-58.91418	-167.47742	417.23328	-271.6095	508.57544
2.8815	-81.67419	-112.28943	396.68884	96.7804	375.43945
2.882	-19.63806	202.5238	209.47266	150.05493	264.25781
2.8825	151.76697	659.13391	22.6593	146.73157	58.91418
2.883	314.61182	1055.1178	-153.98254	347.44263	-219.03992
2.8835	329.71802	1111.31287	-473.32764	303.43323	-442.81311
2.884	308.97217	856.52161	-717.94739	-41.18958	-654.60205
2.8845	352.78015	513.30872	-542.31262	-178.35388	-794.88831
2.885	385.81238	76.43738	-469.80286	9.16443	-898.41614
2.8855	358.82263	119.74182	-501.02234	265.46631	-1014.43176
2.886	275.23499	240.1886	-189.53247	296.68579	-1025.50964
2.8865	228.80859	-70.29419	297.89429	27.19116	-873.13843
2.887	243.41125	-302.92969	316.32385	81.27136	-638.38806
2.8875	226.3916	-106.54907	104.4342	189.53247	-498.0011
2.888	233.54187	172.3114	-32.12585	99.60022	-439.18762
2.8885	272.61658	363.15308	-148.64502	-151.06201	-364.86511
2.889	219.64417	317.12952	-385.20813	206.14929	-299.90845
2.8895	72.20764	220.24841	-465.77454	751.48315	-252.27356
2.89	10.17151	28.29895	-391.04919	1186.23962	-276.74561
2.8905	4.93469	-114.4043	-210.17761	1417.76733	-346.03271
2.891	15.60974	-278.35693	-139.37988	932.05261	-327.30103
2.8915	77.84729	-525.79651	112.28943	-102.21863	-164.35547
2.892	96.17615	-619.55566	638.58948	-943.73474	11.78284
2.8925	48.03772	-381.38123	623.68469	-764.6759	66.76941
2.893	44.0094	-152.57263	283.99658	-248.74878	141.09192
2.8935	-2.01416	-41.59241	58.20923	-99.49951	202.62451
2.894	-68.58215	-23.66638	-35.34851	28.09753	218.43567
2.8945	-89.83154	25.27771	-152.37122	99.2981	185.00061
2.895	-58.00781	66.76941	-93.0542	-220.24841	130.61829
2.8955	-39.57825	16.41541	-76.53809	-362.04529	125.18005
2.896	13.29346	3.22266	-93.25562	-220.047	79.96216
2.8965	15.71045	45.2179	-158.91724	-16.81824	117.72766
2.897	25.177	165.56396	-170.49866	-68.07861	236.26099
2.8975	19.83948	258.81958	-50.75684	-72.40906	232.13196
2.898	30.31311	385.81238	15.20691	133.53882	109.4696
2.8985	37.26196	381.98547	-48.64197	345.52917	9.97009
2.899	-21.3501	270.19958	-26.3855	305.44739	-43.50586
2.8995	-45.82214	120.34607	29.20532	268.78967	-55.2887
2.9	-23.8678	-58.20923	-18.53027	544.83032	-117.72766
2.9005	8.56018	-54.38232	-24.77417	619.45496	-109.16748
2.901	24.06921	99.19739	-129.81262	347.34192	-1.2085
2.9015	73.81897	154.58679	-263.95569	-250.86365	95.5719
2.902	100.00305	247.03674	-214.81018	-636.07178	76.03455
2.9025	60.52551	202.5238	-257.30896	-474.43542	-17.22107
2.903	23.66638	29.00391	-215.81726	-416.93115	-22.05505
2.9035	-5.84106	-405.55115	73.11401	-464.66675	21.85364
2.904	8.15735	-779.88281	605.55725	-302.02332	45.52002
2.9045	-30.91736	-713.81836	587.93335	-220.95337	43.50586
2.905	-112.99438	-541.00342	431.53381	-141.89758	55.3894
2.9055	-190.64026	-638.69019	533.04749	-34.84497	96.47827
2.906	-252.27356	-413.50708	572.62573	-112.08801	69.48853
2.9065	-275.33569	-88.42163	481.58569	-20.1416	-10.37292
2.907	-286.11145	105.13916	257.8125	97.18323	38.26904
2.9075	-206.35071	211.38611	46.02356	-52.8717	129.20837
2.908	-117.32483	233.9447	-81.97632	-233.64258	231.72913
2.9085	-98.59314	172.41211	50.65613	-254.18701	238.67798
2.909	-126.08643	252.27356	132.22961	-264.1571	161.33423
2.9095	-125.98572	358.82263	-42.19666	-355.9021	109.16748
2.91	-125.18005	250.76294	-122.25952	-255.89905	68.28003
2.9105	-118.53333	-4.53186	23.16284	-96.17615	60.82764
2.911	-131.42395	-45.72144	-109.97314	52.06604	-2.71912
2.9115	-87.61597	-115.41138	-305.14526	392.25769	-100.10376
2.912	3.92761	-101.8158	-447.64709	600.62256	-144.31458
2.9125	91.44287	-92.65137	-501.828	483.29773	-146.02661
2.913	114.4043	2.71912	-416.2262	433.64868	-148.54431
2.9135	105.34058	132.83386	-371.81396	472.62268	-103.82996
2.914	79.86145	160.83069	-334.75342	480.67932	-81.47278
2.9145	-12.99133	78.65295	-40.68604	154.78821	-216.01868
2.915	-84.49402	14.50195	129.81262	-92.95349	-264.96277
2.9155	-65.96375	61.6333	-16.3147	-179.15955	-196.1792
2.916	-0.70496	-28.70178	-90.33508	-74.02039	-145.22095
2.9165	56.5979	-164.05334	68.68286	-36.55701	-208.56628
2.917	85.70251	-183.48999	51.76392	174.92981	-325.6897
2.9175	67.17224	-156.90308	86.00464	472.32056	-373.02246
2.918	64.45312	-283.89587	179.46167	454.79736	-361.23962
2.9185	5.94177	-353.3844	86.00464	328.71094	-323.67554
2.919	8.7616	-289.33411	160.83069	-293.76526	-155.39246
2.9195	33.03223	-334.552	148.3429	-835.97717	94.16199
2.92	7.15027	-200.50964	79.86145	-780.08423	181.17371
2.9205	-94.3634	132.83386	132.53174	-387.42371	141.09192
2.921	-147.33582	243.91479	57.50427	-109.57031	127.19421
2.9215	-178.15247	227.29797	-62.8418	-82.58057	260.02808
2.922	-241.29639	276.6449	-63.64746	-129.00696	490.448
2.9225	-256.20117	271.81091	-187.31689	-142.90466	585.41565
2.923	-250.46082	230.62134	-166.26892	-250.36011	514.61792
2.9235	-171.40503	261.43799	-265.76843	-388.83362	428.21045
2.924	-68.07861	272.61658	-515.72571	-260.43091	345.73059
2.9245	53.87878	195.27283	-542.81616	-180.67017	198.19336
2.925	120.14465	107.05261	-228.10364	-250.96436	160.02502
2.9255	94.56482	38.36975	415.92407	-296.38367	89.12659
2.926	74.82605	-186.71265	499.61243	26.98975	34.34143
2.9265	20.24231	-314.71252	259.1217	63.24463	101.8158
2.927	-33.63647	-276.84631	158.91724	-74.62463	234.95178
2.9275	-37.46338	-146.63086	20.74585	-87.61597	218.93921
2.928	-40.1825	25.68054	-54.68445	-131.82678	103.93066
2.9285	5.74036	65.66162	80.36499	-218.03284	-55.2887
2.929	37.16125	16.3147	-56.49719	-196.88416	-36.95984
2.9295	7.25098	-32.93152	-44.61365	-149.55139	-63.64746
2.93	-16.81824	100.00305	196.98486	-240.89355	-50.45471
2.9305	-3.52478	133.94165	266.97693	-306.35376	133.84094
2.931	-9.97009	133.74023	-132.0282	-3.52478	259.021
2.9315	-40.58533	108.96606	-144.81812	257.91321	129.00696
2.932	-77.24304	-30.11169	61.33118	306.25305	11.38
2.9325	-107.05261	-173.11707	-8.35876	549.96643	-9.26514
2.933	-84.89685	-276.24207	115.7135	806.97327	56.79932
2.9335	-85.19897	-288.0249	325.89111	309.17358	15.1062
2.934	-109.97314	-228.10364	290.94543	4.12903	-195.47424
2.9345	-92.85278	-197.68982	275.83923	291.24756	-476.85242
2.935	-85.90393	-145.12024	291.34827	506.66199	-649.26453
2.9355	-12.5885	-59.51843	230.82275	606.36292	-634.56116
2.936	90.33508	80.16357	-19.83948	574.53918	-453.08533
2.9365	137.0636	13.69629	-288.12561	471.21277	-212.79602
2.937	100.50659	-86.30676	-256.604	454.39453	19.63806
2.9375	-27.89612	63.14392	-124.37439	383.49609	190.64026
2.938	-156.29883	138.3728	-105.03845	203.22876	326.39465
2.9385	-196.68274	148.54431	-146.42944	59.1156	384.30176
2.939	-198.79761	255.99976	-301.21765	-49.24622	411.59363
2.9395	-227.09656	258.31604	-335.25696	-83.68835	406.1554
2.94	-239.38293	-86.50818	-99.60022	-167.77954	450.06409
2.9405	-270.80383	-199.50256	-105.74341	-198.49548	527.50854
2.941	-290.64331	-100.10376	-167.67883	-346.83838	507.06482
2.9415	-303.83606	-75.53101	89.328	-479.26941	393.6676
2.942	-330.22156	-201.41602	296.08154	-468.59436	236.36169
2.9425	-271.20667	-127.59705	265.76843	-445.33081	-0.50354
2.943	-113.59863	41.4917	204.23584	-571.61865	-216.3208
2.9435	-19.83948	-86.50818	218.13354	-519.75403	-262.44507
2.944	18.8324	-86.50818	162.34131	-314.4104	-254.18701
2.9445	164.15405	305.6488	-67.57507	4.63257	-299.20349
2.945	247.13745	503.74146	-463.15613	65.76233	-107.25403
2.9455	234.44824	379.7699	-474.23401	34.64355	84.39331
2.946	239.58435	255.09338	-333.2428	-74.42322	140.68909
2.9465	223.16895	191.64734	-42.39807	-222.26257	36.95984
2.947	249.15161	124.57581	67.07153	-354.49219	-117.12341
2.9475	277.04773	-27.79541	-13.99841	-268.38684	-117.92908
2.948	223.67249	-41.18958	-123.77014	-297.49146	-63.14392
2.9485	126.38855	33.13293	-230.92346	-222.76611	-153.57971
2.949	74.2218	63.54675	-212.19177	10.0708	-270.19958
2.9495	134.24377	-98.49243	-134.84802	104.53491	-270.19958
2.95	203.32947	-271.30737	-126.69067	482.59277	-228.50647
2.9505	225.48523	-214.40735	-87.31384	647.45178	-160.9314
2.951	264.0564	-141.99829	-67.97791	396.08459	-111.78589
2.9515	232.53479	-152.47192	-99.70093	172.00928	-104.03137
2.952	176.33972	18.53027	-81.67419	25.177	-90.83862
2.9525	135.8551	274.63074	-134.44519	-187.51831	-41.79382
2.953	85.19897	279.56543	-19.33594	-385.00671	-22.35718
2.9535	5.13611	68.17932	71.20056	-252.47498	-90.73792
2.954	-31.52161	2.5177	103.22571	31.01807	-88.62305
2.9545	-110.27527	269.59534	155.59387	14.30054	-95.67261
2.955	-135.65369	374.23096	260.3302	-224.47815	-71.09985
2.9555	-130.41687	202.82593	389.8407	-319.4458	-63.34534
2.956	-119.33899	129.81262	484.40552	-335.65979	-115.81421
2.9565	-110.27527	78.65295	265.06348	-72.40906	-103.22571
2.957	-79.45862	-8.35876	97.58606	0.50354	-37.36267
2.9575	-9.56726	-125.38147	-12.08496	63.04321	-53.37524
2.958	-31.32019	-205.24292	33.43506	352.1759	-106.9519
2.9585	-97.68677	-193.76221	148.64502	942.72766	-96.57898
2.959	-62.64038	-123.36731	183.28857	1113.93127	-21.24939
2.9595	-7.85522	-65.05737	258.61816	266.6748	127.49634
2.96	-0.30212	-53.57666	-28.39966	-119.64111	177.64893
2.9605	-58.91418	-306.35376	-174.02344	-39.37683	243.41125
2.961	-81.37207	-354.79431	-153.98254	-150.8606	271.81091
2.9615	-27.6947	-258.51746	-91.34216	-185.80627	206.95496
2.962	-20.1416	-266.17126	27.29187	452.6825	80.16357
2.9625	-26.98975	-127.49634	66.16516	945.24536	7.5531
2.963	-2.92053	-5.53894	66.06445	433.14514	44.0094
2.9635	27.89612	97.38464	-10.67505	-547.24731	75.73242
2.964	52.8717	139.27917	-38.57117	-519.25049	1.10779
2.9645	101.9165	329.11377	-81.57349	-226.08948	-14.40125
2.965	102.31934	235.95886	-49.44763	-104.63562	-87.71667
2.9655	124.87793	98.69385	10.97717	-119.13757	-62.33826
2.966	121.75598	43.20374	48.54126	-44.0094	25.27771
2.9665	136.66077	25.78125	33.53577	-55.89294	87.01172
2.967	170.29724	-10.0708	-66.16516	-146.12732	143.81104
2.9675	149.24927	-125.98572	-64.55383	52.97241	35.34851
2.968	56.09436	-263.75427	-103.42712	519.75403	-65.86304
2.9685	-17.82532	-367.98706	-259.92737	690.35339	-87.51526
2.969	-58.51135	-203.22876	-141.49475	693.07251	-252.07214
2.9695	9.76868	106.64978	-41.59241	731.24084	-386.01379
2.97	71.60339	169.39087	-91.34216	491.7572	-317.93518
2.9705	117.32483	145.32166	-65.86304	-223.67249	-165.9668
2.971	120.54749	-18.02673	-14.90479	-725.7019	-78.04871
2.9715	97.58606	80.26428	-50.05188	-711.09924	-63.34534
2.972	94.96765	153.88184	16.51611	-521.46606	-73.61755
2.9725	119.33899	-2.31628	126.38855	-463.35754	-39.57825
2.973	137.46643	55.49011	147.73865	-517.53845	-15.1062
2.9735	142.30042	254.79126	79.35791	-489.84375	-17.01965
2.974	138.67493	284.39941	91.14075	-360.83679	-26.58691
2.9745	184.8999	41.39099	-76.63879	-211.99036	73.21472
2.975	121.25244	-290.74402	-217.02576	-4.63257	83.38623
2.9755	12.68921	-360.9375	-208.96912	326.79749	60.3241
2.976	-65.3595	-157.80945	-167.276	309.77783	61.93542
2.9765	-104.63562	13.69629	-98.0896	46.62781	72.50977
2.977	-107.75757	-31.52161	115.10925	92.55066	38.77258
2.9775	-107.95898	47.43347	343.21289	-70.49561	7.65381
2.978	-156.80237	153.3783	471.41418	-230.41992	-10.47363
2.9785	-85.5011	274.1272	341.80298	-148.3429	45.01648
2.979	-31.92444	314.20898	-89.73083	-27.99683	59.71985
2.9795	-3.12195	319.84863	-62.53967	-414.81628	98.79456
2.98	35.14709	229.31213	174.42627	-912.51526	126.08643
2.9805	66.06445	29.10461	149.24927	-788.84583	113.1958
2.981	51.5625	58.81348	12.48779	-582.99866	79.66003
2.9815	40.88745	167.57812	338.58032	-552.28271	-88.11951
2.982	36.4563	178.65601	231.32629	-253.68347	-143.71033
2.9825	37.46338	46.82922	-132.53174	807.98035	-154.98962
2.983	-25.57983	-167.07458	-411.1908	1846.58203	-150.55847
2.9835	-87.31384	-297.995	-503.94287	1631.1676	-84.39331
2.984	-113.29651	-360.9375	-429.82178	630.53284	-4.53186
2.9845	-116.922	-359.82971	-94.3634	-214.20593	-34.44214
2.985	-124.97864	-483.09631	120.34607	-227.19727	-107.55615
2.9855	-105.23987	-504.04358	233.74329	12.5885	-124.4751
2.986	-39.07471	-547.14661	280.67322	227.90222	-106.54907
